,expt_n,environment,environment_info,data_file,Model_name,R1,R2,R3,wear_threshold,threshold_factor,add_noise,breakdown_chance,episodes,milling_operations_max,version_prefix,test_info,test_cases,test_rounds,results_folder,test_file,train_sample_rate,test_sample_rate,Round,RF_Pr,RF_Rc,RF_F1,RF_F05,RF_Pr_sd,RF_Rc_sd,RF_F1_sd,RF_F05_sd,A2C_Pr,A2C_Rc,A2C_F1,A2C_F05,A2C_Pr_sd,A2C_Rc_sd,A2C_F1_sd,A2C_F05_sd,DQN_Pr,DQN_Rc,DQN_F1,DQN_F05,DQN_Pr_sd,DQN_Rc_sd,DQN_F1_sd,DQN_F05_sd,PPO_Pr,PPO_Rc,PPO_F1,PPO_F05,PPO_Pr_sd,PPO_Rc_sd,PPO_F1_sd,PPO_F05_sd,model_file,RF_time,A2C_time,DQN_time,PPO_time
0,0,SS,Simulated NBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_NoNBD.mdl,1,-1,-100,3.0,1.0,0,0.0,800,121,Dasic,Separate test set.,40,10,results/MRL2,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,3,1.0,0.7150000000000001,0.8332060096765979,0.9256213450292398,0.0,0.041163630117428227,0.028391874906536642,0.014188370734468944,0.5728831392206005,0.5650000000000001,0.567269931628083,0.5702470355731225,0.08941150747700666,0.09442810316143532,0.08439696711396173,0.08570956554868103,0.6666666666666667,0.045,0.08319217014869187,0.17113095238095236,0.4714045207910317,0.0368932393686311,0.06620313865835327,0.12882508842480705,0.4596103896103895,0.13,0.19642886624963327,0.2900974025974026,0.24533571296371207,0.053748384988657,0.08131506758859715,0.1250660973160728,models/3_0_Dasic_NoNBD__RF_Model_02-Jul-2023_13-19_1.00_0.72_0.93.mdl,57.549015045166016,37.9356586933136,1.2028439044952393,33.25783014297485
1,1,SS,Simulated LBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_LowNBD.mdl,1,-1,-100,3.0,1.0,1000,0.05,800,121,Dasic,Separate test set.,40,10,results/MRL2,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,3,0.9145623941276115,0.985,0.9476756954522128,0.9273566727015004,0.04884639636539996,0.02415229457698243,0.028029660893795612,0.040304135110980466,0.1,0.005,0.009523809523809521,0.02083333333333333,0.31622776601683794,0.015811388300841896,0.030116930096841694,0.06588078458684121,0.825,0.16,0.2665942028985507,0.4461805555555555,0.16372402253657084,0.0210818510677892,0.03273667852918214,0.056895727806159514,0.06666666666666667,0.01,0.01739130434782609,0.03125,0.21081851067789195,0.0316227766016838,0.05499613322031965,0.09882117688026185,models/3_1_Dasic_LowNBD__RF_Model_02-Jul-2023_13-21_0.91_0.99_0.93.mdl,55.1589469909668,34.882450103759766,1.187253475189209,32.92957615852356
2,2,SS,Simulated HBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_HighNBD.mdl,1,-1,-100,3.0,1.0,100,0.1,800,121,Dasic,Separate test set.,40,10,results/MRL2,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,3,1.0,0.595,0.7449657869012707,0.8789828431372548,0.0,0.049721446300587654,0.03978726787202158,0.02259999940301053,0.5443713450292398,0.525,0.532208008523798,0.5388954264750742,0.05193995533867908,0.10341394704992381,0.07304797101301089,0.05878609583356986,0.7458182834537324,0.645,0.6913928098138624,0.722946663843403,0.038471711630926754,0.043779751788545665,0.037972653845674234,0.037027050133730664,0.32612554112554115,0.13,0.18310365664286682,0.24619302266361087,0.2185284560663593,0.07888106377466154,0.11154375904984797,0.15473696857322966,models/3_2_Dasic_HighNBD__RF_Model_02-Jul-2023_13-24_1.00_0.59_0.88.mdl,53.948657512664795,33.75771450996399,1.2028703689575195,32.89390850067139
3,3,SS,PHM C01 SS NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_NoNBD.mdl,1,-2,-40,0.12,0.95,0,0.0,800,348,PHM_C01_SS,Separate test set.,40,10,results/MRL2,,100,70,3,0.9649498746867169,0.9650000000000001,0.9647373358348968,0.9648076923076923,0.024244588749079275,0.04116363011742822,0.029980609810823483,0.025573629374712047,0.5225233426704015,0.51,0.5134096331542372,0.5181135973527278,0.08036414718956571,0.08096638534327412,0.07044276176935399,0.07366431428153333,0.31666666666666665,0.034999999999999996,0.06209297948428383,0.11681547619047619,0.4335469558917038,0.05296749527356902,0.09254311507539677,0.16872554657514785,0.6054110105580695,0.465,0.5245767982610088,0.5697463768115942,0.12914466147578899,0.1179689224612426,0.12219222571395418,0.12563397437607904,models/3_3_PHM_C01_SS_NoNBD__RF_Model_02-Jul-2023_13-26_0.96_0.97_0.96.mdl,164.52484464645386,33.25782799720764,1.1872196197509766,33.63015866279602
4,4,SS,PHM C01 SS LBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_LowNBD.mdl,1,-1,-100,0.12,0.9,1000,0.05,800,348,PHM_C01_SS,Separate test set.,40,10,results/MRL2,,100,70,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4947350184192289,0.97,0.6551703630789423,0.5484475150172824,0.011010258648629074,0.042163702135578386,0.018774920497841387,0.013288778635688203,0.43,0.08,0.13267903111381368,0.22223575036075033,0.349055162077342,0.06749485577105528,0.10854480644563498,0.17520592374653493,models/3_4_PHM_C01_SS_LowNBD__RF_Model_02-Jul-2023_13-30_0.00_0.00_0.00.mdl,124.37708568572998,33.05475044250488,1.187253713607788,32.570523738861084
5,5,SS,PHM C01 SS HBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_HighNBD.mdl,1,-1,-40,0.12,0.85,100,0.1,800,348,PHM_C01_SS,Separate test set.,40,10,results/MRL2,,100,70,3,0.7998688915965804,0.835,0.8144428543828491,0.8050522533299894,0.058106954136073856,0.10814085465005557,0.06938538217984153,0.058343754094510106,0.5239261736448669,0.615,0.5633879106593247,0.5385725243991373,0.0468101314718241,0.11559027256266466,0.06952489192714902,0.05321963072306071,0.5039136302294197,0.99,0.667816091954023,0.5587635071646699,0.010710599147261095,0.021081851067789228,0.012531918592319075,0.011270220342270541,0.4200793650793651,0.205,0.26973142556985713,0.33869777077497665,0.10341237426066505,0.07975657409336932,0.08767560719534144,0.09072145705334149,models/3_5_PHM_C01_SS_HighNBD__RF_Model_02-Jul-2023_13-33_0.80_0.84_0.81.mdl,129.2822368144989,33.11723303794861,1.1872212886810303,32.1174738407135
6,6,SS,PHM C04 SS NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_NoNBD.mdl,1,-1,-40,0.098,0.95,0,0.0,800,348,PHM_C04_SS,Separate test set.,40,10,results/MRL2,,100,70,3,0.722973067800654,1.0,0.8389466795043642,0.7652485480995918,0.027656067105384378,0.0,0.018627425731435172,0.02479118468091471,0.46377038611020305,0.47000000000000003,0.4657467986034723,0.46427974199713323,0.09940707625857649,0.11595018087284056,0.10579657991808188,0.10147002190437546,0.5029185229185229,0.9650000000000001,0.661014749295533,0.5561000369139903,0.016397498100613365,0.03374742788552766,0.01820460821645158,0.01682440570083231,0.5213744588744589,0.31,0.3839046745020703,0.4531845138220912,0.17275446436805658,0.13703203194062977,0.15345900717841912,0.16471962228218442,models/3_6_PHM_C04_SS_NoNBD__RF_Model_02-Jul-2023_13-36_0.72_1.00_0.77.mdl,163.3979287147522,32.914161682128906,1.1716346740722656,31.992335081100464
7,7,SS,PHM C04 SS LBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_LowNBD.mdl,1,-1,-40,0.098,0.85,1000,0.05,800,348,PHM_C04_SS,Separate test set.,40,10,results/MRL2,,100,70,3,0.7720317725752508,0.96,0.8554998927597512,0.8033281026537423,0.045123605470409,0.045946829173634116,0.04261397156710678,0.043855024861560746,0.5448117005973043,0.515,0.5273603106273196,0.5371176257317561,0.07307625180722957,0.05797509043642028,0.05555866115248122,0.06362650281492374,0.25,0.02,0.0357142857142857,0.06944444444444443,0.42491829279939874,0.03496029493900506,0.06070261325705694,0.1134023029066286,0.3388888888888889,0.065,0.10638456995278582,0.17649711399711396,0.29362219222931246,0.05296749527356902,0.08674178970078136,0.14610872087473603,models/3_7_PHM_C04_SS_LowNBD__RF_Model_02-Jul-2023_13-40_0.77_0.96_0.80.mdl,149.01198768615723,33.13286089897156,1.1872234344482422,32.2736873626709
8,8,SS,PHM C04 SS HBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_HighNBD.mdl,1,-1,-100,0.098,0.9,100,0.1,800,348,PHM_C04_SS,Separate test set.,40,10,results/MRL2,,100,70,3,0.7442535612535612,0.9650000000000001,0.8396555751782394,0.7795759342391018,0.04427259992077098,0.04116363011742824,0.03682724042046085,0.041254814487191795,0.5141722901989866,0.745,0.6073241091782903,0.5476186902034862,0.037258418769915036,0.07975657409336935,0.04681745433744122,0.039487889949468495,0.2,0.01,0.019047619047619042,0.04166666666666666,0.42163702135578396,0.0210818510677892,0.040155906795788926,0.08784104611578829,0.28174603174603174,0.11000000000000001,0.15688181550250516,0.21252705627705626,0.1949880821327071,0.08755950357709132,0.11900836192909099,0.1535050674584073,models/3_8_PHM_C04_SS_HighNBD__RF_Model_02-Jul-2023_13-44_0.74_0.97_0.78.mdl,146.40322470664978,33.07037401199341,1.1715991497039795,31.914396286010742
9,9,SS,PHM C06 SS NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_NoNBD.mdl,1,-1,-40,0.13,0.95,0,0.0,800,348,PHM_C06_SS,Separate test set.,40,10,results/MRL2,,100,70,3,0.9814192343604109,0.8150000000000001,0.8889800016735,0.9417126066153527,0.0301776585210839,0.07835106182362105,0.05600934330200742,0.03879356495232009,0.5564286184617993,0.645,0.5951538003736544,0.5708127247580127,0.05561026696368689,0.13218253372598895,0.08771392302243046,0.06698968227529879,0.504054054054054,0.99,0.6678960698063101,0.5588851555421324,0.014173186666492485,0.021081851067789224,0.014856864233464235,0.014463726677214217,0.4513098816948595,0.41500000000000004,0.4308663003461045,0.4425135281385281,0.10284760219346893,0.13753787357185174,0.11862668379072044,0.10866148771381663,models/3_9_PHM_C06_SS_NoNBD__RF_Model_02-Jul-2023_13-47_0.98_0.81_0.94.mdl,162.25746369361877,36.96008825302124,1.187220811843872,32.05498766899109
